WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
21,Rome,Internazionali BNL d'Italia,09/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Sasnovich A.,Fernandez L.A.,44,50,1122,1024,7,6,4,6,6,3,2,1,Completed,2.63,1.5,2.81,1.49,2.81,1.6,2.57,1.51
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Bondar A.,Maria T.,93,63,692,865,6,4,6,1,,,2,0,Completed,2,1.8,2.02,1.88,2.13,1.93,1.97,1.84
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Frech M.,Paoletti M.,94,294,684,216,4,6,6,2,7,5,2,1,Completed,1.08,8,1.11,7.77,1.12,8.7,1.1,7.25
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Stephens S.,Podoroska N.,36,101,1246,644,6,4,6,1,,,2,0,Completed,1.4,3,1.45,2.94,1.45,3.05,1.4,2.88
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Bogdan A.,Hibino N.,59,118,938,566,7,5,6,0,,,2,0,Completed,1.36,3.2,1.31,3.75,1.43,3.75,1.33,3.31
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Osorio M.,Gracheva V.,100,46,649,1079,7,6,1,6,7,6,2,1,Completed,1.73,2.1,1.62,2.43,1.76,2.43,1.63,2.26
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Errani S.,506,78,85,765,6,1,6,1,,,2,0,Completed,1.57,2.38,1.7,2.26,1.7,2.4,1.62,2.27
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Townsend T.,Bonaventure Y.,168,86,419,731,4,6,6,1,7,5,2,1,Completed,1.4,3,1.44,3.02,1.44,3.02,1.41,2.85
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Cocciaretto E.,Davis L.,45,53,1081,1001,6,3,6,0,,,2,0,Completed,1.57,2.38,1.58,2.53,1.62,2.53,1.57,2.39
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Putintseva Y.,Tomova V.,51,76,1016,782,6,7,7,6,6,0,2,1,Completed,1.4,3,1.48,2.84,1.54,3,1.44,2.76
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Tsurenko L.,Svitolina E.,68,540,819,77,6,4,6,3,,,2,0,Completed,1.53,2.5,1.66,2.35,1.67,2.6,1.59,2.34
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Ruse E.G.,Fruhvirtova L.,152,55,450,966,6,1,6,0,,,2,0,Completed,1.8,2,1.78,2.15,1.85,2.2,1.73,2.1
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Kovinic D.,Bronzetti L.,69,98,818,681,6,3,3,6,6,3,2,1,Completed,1.33,3.4,1.34,3.53,1.39,3.53,1.33,3.27
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Cirstea S.,Volynets K.,34,102,1293,643,2,6,6,3,6,4,2,1,Completed,1.25,4,1.26,4.25,1.29,4.35,1.24,4.02
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Liu C.,Rosatello C.,56,296,963,214,6,7,6,2,6,2,2,1,Completed,1.07,9,1.09,9.03,1.1,11.25,1.08,8.13
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Cornet A.,Martincova T.,64,95,858,683,7,6,6,4,,,2,0,Completed,1.91,1.91,1.85,2.04,1.97,2.05,1.86,1.93
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Grabher J.,Brancaccio N.,89,178,719,400,6,4,3,6,6,2,2,1,Completed,1.44,2.75,1.51,2.72,1.54,2.8,1.46,2.68
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Muchova K.,Rakhimova K.,52,90,1006,712,6,4,7,5,,,2,0,Completed,1.17,5,1.16,5.92,1.18,6.5,1.15,5.41
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Kalinskaya A.,Yastremska D.,57,158,950,437,6,4,6,2,,,2,0,Completed,1.91,1.91,1.92,1.97,1.94,2.1,1.86,1.94
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Badosa P.,Friedsam A.L.,35,88,1253,725,4,6,6,2,7,6,2,1,Completed,1.17,5,1.16,6.11,1.26,6.11,1.16,5.25
21,Rome,Internazionali BNL d'Italia,10/05/2023,WTA1000,Outdoor,Clay,1st Round,3,Giorgi C.,Rus A.,37,107,1214,606,4,6,6,2,6,3,2,1,Completed,1.67,2.2,1.75,2.18,1.75,2.25,1.68,2.19
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Bondar A.,Pliskova Ka.,93,14,692,2245,7,6,6,2,,,2,0,Completed,3.75,1.29,3.71,1.32,3.9,1.33,3.62,1.29
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Azarenka V.,Stephens S.,17,36,2127,1246,6,4,6,3,,,2,0,Completed,1.73,2.1,1.84,2.06,1.89,2.17,1.77,2.04
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Kudermetova V.,Parrizas Diaz N.,12,80,2660,755,7,5,6,2,,,2,0,Completed,1.3,3.5,1.34,3.5,1.51,3.75,1.33,3.29
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Wang Xiy.,Begu I.,75,27,790,1443,6,4,7,5,,,2,0,Completed,3.5,1.3,3.9,1.29,4.18,1.31,3.65,1.28
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Gauff C.,Putintseva Y.,5,51,4345,1016,6,0,6,1,,,2,0,Completed,1.36,3.2,1.45,2.96,1.45,3.2,1.39,2.96
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Linette M.,Noskova L.,19,54,1820,997,7,6,6,1,,,2,0,Completed,1.73,2.1,1.78,2.13,1.8,2.16,1.74,2.08
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Bouzkova M.,Mcnally C.,38,62,1213,884,6,4,6,3,,,2,0,Completed,1.62,2.3,1.65,2.36,1.71,2.67,1.63,2.27
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Keys M.,Frech M.,23,94,1742,684,6,3,6,2,,,2,0,Completed,1.29,3.75,1.31,3.76,1.31,4,1.28,3.62
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Kalinina A.,Blinkova A.,47,73,1067,801,6,2,6,2,,,2,0,Completed,1.53,2.5,1.5,2.76,1.59,2.76,1.54,2.47
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Zheng Q.,Cornet A.,21,64,1784,858,6,3,7,6,,,2,0,Completed,1.25,4,1.21,4.87,1.31,4.87,1.23,4.12
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Townsend T.,Pegula J.,168,3,419,5300,6,2,3,6,6,3,2,1,Completed,5.5,1.14,5.91,1.16,6.5,1.2,5.77,1.14
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Haddad Maia B.,Ruse E.G.,15,152,2206,450,6,2,6,3,,,2,0,Completed,1.53,2.5,1.53,2.67,1.6,2.7,1.51,2.55
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Potapova A.,Cocciaretto E.,25,45,1601,1081,6,4,6,4,,,2,0,Completed,1.73,2.1,1.79,2.12,1.86,2.4,1.72,2.11
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Osorio M.,Martic P.,100,28,649,1395,6,4,6,2,,,2,0,Completed,2.2,1.67,2.31,1.68,2.4,1.73,2.23,1.65
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Kenin S.,Sabalenka A.,134,2,504,7881,7,6,6,2,,,2,0,Completed,8,1.08,9.72,1.08,9.72,1.1,8.13,1.07
21,Rome,Internazionali BNL d'Italia,11/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Garcia C.,Bogdan A.,4,59,5025,938,6,4,3,6,7,5,2,1,Completed,1.4,3,1.45,2.95,1.48,3.16,1.4,2.91
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Grabher J.,Teichmann J.,89,58,719,948,7,6,5,7,6,3,2,1,Completed,3,1.4,3.06,1.41,3.2,1.46,2.96,1.39
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Sakkari M.,Strycova B.,8,1103,3516,10,6,1,6,3,,,2,0,Completed,1.07,9,1.09,9.04,1.09,9.55,1.07,8.23
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Samsonova L.,Kontaveit A.,16,82,2172,745,6,3,6,3,,,2,0,Completed,1.4,3,1.52,2.69,1.54,3.02,1.45,2.72
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Muchova K.,Trevisan M.,52,18,1006,1878,3,6,6,3,7,5,2,1,Completed,1.44,2.75,1.43,3.03,1.5,3.03,1.42,2.84
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Vekic D.,Sasnovich A.,24,44,1713,1122,3,6,6,3,6,3,2,1,Completed,1.62,2.3,1.68,2.3,1.68,2.4,1.64,2.25
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Swiatek I.,Pavlyuchenkova A.,1,506,9625,85,6,0,6,0,,,2,0,Completed,1.03,15,1.04,18.76,1.04,18.76,1.02,13.83
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Kostyuk M.,Liu C.,40,56,1190,963,6,0,6,4,,,2,0,Completed,1.44,2.75,1.48,2.82,1.48,2.88,1.44,2.74
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Badosa P.,Jabeur O.,35,7,1253,4116,6,1,6,4,,,2,0,Completed,1.67,2.2,1.69,2.28,1.69,2.35,1.63,2.25
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Kalinskaya A.,Mertens E.,57,26,950,1474,6,4,4,6,6,3,2,1,Completed,2,1.8,2.14,1.78,2.15,1.8,2.06,1.76
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Ostapenko J.,Cirstea S.,20,34,1795,1293,6,3,3,6,6,2,2,1,Completed,1.91,1.91,1.93,1.95,2.03,1.95,1.9,1.89
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Krejcikova B.,Kovinic D.,13,69,2616,818,6,2,4,1,,,1,0,Retired,1.2,4.5,1.24,4.52,1.25,4.54,1.22,4.25
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Giorgi C.,Alexandrova E.,37,22,1214,1775,6,4,6,2,,,2,0,Completed,2.3,1.62,2.28,1.69,2.4,1.69,2.27,1.63
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Kasatkina D.,Pigato L.,9,483,3505,92,6,1,6,2,,,2,0,Completed,1.04,13,1.03,23.76,1.04,26,1.02,16.24
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Tsurenko L.,Pera B.,68,32,819,1315,6,4,6,4,,,2,0,Completed,1.8,2,1.92,1.97,1.92,2.05,1.84,1.96
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Vondrousova M.,Andreescu B.,70,31,816,1322,6,0,6,1,,,2,0,Completed,1.36,3.2,1.37,3.32,1.39,3.36,1.36,3.15
21,Rome,Internazionali BNL d'Italia,12/05/2023,WTA1000,Outdoor,Clay,2nd Round,3,Rybakina E.,Paolini J.,6,65,4195,841,7,6,6,1,,,2,0,Completed,1.14,5.5,1.17,5.7,1.21,6.25,1.15,5.33
21,Rome,Internazionali BNL d'Italia,13/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Wang Xiy.,Townsend T.,75,168,790,419,6,2,0,6,7,5,2,1,Completed,2.2,1.67,2.24,1.73,2.24,1.73,2.12,1.69
21,Rome,Internazionali BNL d'Italia,13/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Osorio M.,Garcia C.,100,4,649,5025,6,4,6,4,,,2,0,Completed,2.5,1.53,2.46,1.62,2.5,1.57,2.44,1.55
21,Rome,Internazionali BNL d'Italia,13/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Haddad Maia B.,Linette M.,15,19,2206,1820,7,5,6,4,,,2,0,Completed,1.67,2.2,1.67,2.36,1.75,2.4,1.64,2.25
21,Rome,Internazionali BNL d'Italia,13/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Kalinina A.,Kenin S.,47,134,1067,504,6,4,6,2,,,2,0,Completed,2,1.8,1.93,1.97,2,1.97,1.92,1.89
21,Rome,Internazionali BNL d'Italia,13/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Kudermetova V.,Potapova A.,12,25,2660,1601,7,5,3,6,6,1,2,1,Completed,1.91,1.91,1.89,2.02,1.91,2.02,1.86,1.93
21,Rome,Internazionali BNL d'Italia,13/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Zheng Q.,Bondar A.,21,93,1784,692,7,6,6,4,,,2,0,Completed,1.25,4,1.29,3.98,1.29,4,1.26,3.77
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Vondrousova M.,Sakkari M.,70,8,816,3516,7,5,6,3,,,2,0,Completed,1.57,2.38,1.56,2.62,1.63,2.62,1.55,2.44
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Muchova K.,Giorgi C.,52,37,1006,1214,7,6,6,2,,,2,0,Completed,1.67,2.2,1.76,2.19,1.76,2.25,1.69,2.16
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Kasatkina D.,Grabher J.,9,89,3505,719,7,5,4,6,7,6,2,1,Completed,1.14,5.5,1.15,6.41,1.18,6.55,1.14,5.65
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Swiatek I.,Tsurenko L.,1,68,9625,819,6,2,6,0,,,2,0,Completed,1.02,19,1.02,31.4,1.02,36.56,1.01,16.94
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Bouzkova M.,Gauff C.,38,5,1213,4345,4,6,6,2,6,2,2,1,Completed,4,1.25,3.98,1.29,4.12,1.31,3.8,1.26
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Badosa P.,Kostyuk M.,35,40,1253,1190,6,4,6,2,,,2,0,Completed,1.22,4.33,1.27,4.19,1.32,4.33,1.25,3.93
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Keys M.,Azarenka V.,23,17,1742,2127,,,,,,,,,Walkover,1.8,2,1.79,2.15,1.85,2.15,1.81,2
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Ostapenko J.,Krejcikova B.,20,13,1795,2616,7,6,6,0,,,2,0,Completed,2.75,1.44,2.59,1.56,2.85,1.59,2.52,1.52
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Rybakina E.,Kalinskaya A.,6,57,4195,950,4,3,,,,,0,0,Retired,1.36,3.2,1.38,3.33,1.41,3.4,1.35,3.18
21,Rome,Internazionali BNL d'Italia,14/05/2023,WTA1000,Outdoor,Clay,3rd Round,3,Vekic D.,Samsonova L.,24,16,1713,2172,2,6,7,6,6,2,2,1,Completed,2.5,1.53,2.52,1.6,2.62,1.62,2.46,1.54
21,Rome,Internazionali BNL d'Italia,15/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Zheng Q.,Wang Xiy.,21,75,1784,790,6,4,3,6,6,1,2,1,Completed,1.29,3.75,1.35,3.5,1.35,3.75,1.3,3.51
21,Rome,Internazionali BNL d'Italia,15/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Kalinina A.,Keys M.,47,23,1067,1742,2,6,6,2,6,4,2,1,Completed,2.2,1.67,2.14,1.79,2.25,1.79,2.15,1.7
21,Rome,Internazionali BNL d'Italia,15/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Haddad Maia B.,Osorio M.,15,100,2206,649,6,3,6,3,,,2,0,Completed,1.73,2.1,1.8,2.13,1.8,2.15,1.73,2.09
21,Rome,Internazionali BNL d'Italia,15/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Kudermetova V.,Bouzkova M.,12,38,2660,1213,6,2,6,2,,,2,0,Completed,1.5,2.63,1.49,2.83,1.53,2.83,1.48,2.64
21,Rome,Internazionali BNL d'Italia,15/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Rybakina E.,Vondrousova M.,6,70,4195,816,6,3,6,3,,,2,0,Completed,2.5,1.53,2.64,1.55,2.75,1.57,2.49,1.53
21,Rome,Internazionali BNL d'Italia,15/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Ostapenko J.,Kasatkina D.,20,9,1795,3505,6,4,4,6,6,0,2,1,Completed,1.57,2.38,1.67,2.36,1.69,2.38,1.62,2.29
21,Rome,Internazionali BNL d'Italia,16/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Swiatek I.,Vekic D.,1,24,9625,1713,6,3,6,4,,,2,0,Completed,1.03,17,1.03,20.31,1.04,25.56,1.03,14.41
21,Rome,Internazionali BNL d'Italia,16/05/2023,WTA1000,Outdoor,Clay,4th Round,3,Badosa P.,Muchova K.,35,52,1253,1006,6,4,6,7,6,2,2,1,Completed,1.5,2.63,1.56,2.62,1.71,2.78,1.5,2.57
21,Rome,Internazionali BNL d'Italia,16/05/2023,WTA1000,Outdoor,Clay,Quarterfinals,3,Kudermetova V.,Zheng Q.,12,21,2660,1784,3,6,6,3,6,4,2,1,Completed,1.73,2.1,1.78,2.16,1.8,2.16,1.74,2.08
21,Rome,Internazionali BNL d'Italia,16/05/2023,WTA1000,Outdoor,Clay,Quarterfinals,3,Kalinina A.,Haddad Maia B.,47,15,1067,2206,6,7,7,6,6,3,2,1,Completed,2.2,1.67,2.23,1.74,2.3,1.78,2.16,1.69
21,Rome,Internazionali BNL d'Italia,17/05/2023,WTA1000,Outdoor,Clay,Quarterfinals,3,Ostapenko J.,Badosa P.,20,35,1795,1253,6,2,4,6,6,3,2,1,Completed,2.38,1.57,2.44,1.63,2.5,1.66,2.36,1.58
21,Rome,Internazionali BNL d'Italia,17/05/2023,WTA1000,Outdoor,Clay,Quarterfinals,3,Rybakina E.,Swiatek I.,6,1,4195,9625,2,6,7,6,2,2,1,1,Retired,5,1.17,5.05,1.21,5.09,1.24,4.66,1.19
21,Rome,Internazionali BNL d'Italia,19/05/2023,WTA1000,Outdoor,Clay,Semifinals,3,Kalinina A.,Kudermetova V.,47,12,1067,2660,7,5,5,7,6,2,2,1,Completed,2.5,1.53,2.46,1.62,2.65,1.64,2.4,1.57
21,Rome,Internazionali BNL d'Italia,19/05/2023,WTA1000,Outdoor,Clay,Semifinals,3,Rybakina E.,Ostapenko J.,6,20,4195,1795,6,2,6,4,,,2,0,Completed,1.57,2.38,1.67,2.36,1.67,2.53,1.61,2.33
21,Rome,Internazionali BNL d'Italia,20/05/2023,WTA1000,Outdoor,Clay,The Final,3,Rybakina E.,Kalinina A.,6,47,4195,1067,6,4,1,0,,,1,0,Retired,1.29,3.75,1.33,3.67,1.36,3.75,1.31,3.52
